Item No	Item Description	Inventory UoM	catno	stkmaintain	active	Warehouse	MIN	MAX	ROL	ROQ	LT	SHP
MTGEN0001391	GENERAL - BUTTERFLY NUT 8MM	NOS	6	1	1	3	20	50	21	29	7	30
MTGEN0001397	GENERAL - FLAT WASHER 10MMX25MM	NOS	6	1	1	3	25	75	26	49	7	30
MTGEN0001451	GENERAL - STEEL BALL 7MM	NOS	6	1	1	3	20	50	21	29	7	30
MTGEN0001452	"GENERAL - STEEL NAIL 1 1/2"""	KG	6	1	1	3	1	5	2	3	7	30
MTGEN0001453	"GENERAL - STEEL NAIL 1"""	KG	6	1	1	3	1	5	2	3	7	30
MTGEN0000390	GENARAL - FLAT WASHER   8 MMX20MM	NOS	6	1	1	3	25	75	26	49	7	30
MTGEN0000604	GENARAL - SCREW SELF TAPPING  4 MM X 3/8 ''	NOS	6	1	1	3	25	100	26	74	7	30
MTGEN0000605	GENARAL - SCREW SELF TAPPING  5 MM X 5/8''	NOS	6	1	1	3	25	100	26	74	7	30
MTGEN0000606	GENARAL - SCREW TAPED HEAD 40 MM X 4 MM	NOS	6	1	1	3	25	100	26	74	7	30
MTGEN0001455	GENERAL - TAPE HEAD SCREW 5MMX5MM	NOS	6	1	1	3	25	100	26	74	7	30
MTGEN0000255	GENARAL -  CER CLIP  BAND TYPE  22MM (ID)	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000256	GENARAL -  CER CLIP  BAND TYPE  56 MM (OD)	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000257	GENARAL -  CIRCLIP INNER  58MM  OUTER 68MM THICKNESS 1MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000282	GENARAL -  HOSE CLIP  BAND TYPE  3/4''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000283	GENARAL -  HOSE CLIP  BAND TYPE  6''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000446	GENARAL - HOSE CLIP   1 1/2 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000447	GENARAL - HOSE CLIP   1 1/4''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000448	GENARAL - HOSE CLIP   1/2''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000449	GENARAL - HOSE CLIP   8 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001439	"GENERAL - HOSE CLIP 1"""	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000392	GENARAL - FLEXIBAL HOSE G. I  1/2 ''	FEET	6	1	1	3	0	0	0	0	7	30
MTGEN0000393	GENARAL - FLEXIBAL HOSE PVC  1''	FEET	6	1	1	3	0	0	0	0	7	30
MTGEN0000394	GENARAL - FLEXIBAL HOSE PVC  1 1/2 ''	FEET	6	1	1	3	0	0	0	0	7	30
MTGEN0000395	GENARAL - FLEXIBAL HOSE PVC  1/2 ''	FEET	6	1	1	3	0	0	0	0	7	30
MTGEN0000454	GENARAL - HOSE CONNECTER  1/2 '' X 8 MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000320	GENARAL - ANCHOR  DROP ANCHOR  16 MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000322	GENARAL - GI BALL VALVE	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000323	GENARAL - BALL VALVE  BRONZE 3''( PIN 16 )	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000324	GENARAL - BARAL NIPAL  3/4'' BRONZE ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000406	GENARAL - G.I. PIPE HEAVY DUTY 1¼'' x Thick 3.5MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001409	"GENERAL - GI TEE 1"""	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000409	GENARAL - GI BENG  1 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000410	GENARAL - GI PIPE ½'' - LIGHT DUTY	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000612	GENARAL - SOCKET  G I  1/2 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000613	GENARAL - SOCKET  G I  T  1 '' X 1 '' X 0.5''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000614	GENARAL - SOCKET  G I PLANE  1 1/2 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000615	GENARAL - SOCKET  G I PLANE  1/2 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000616	GENARAL - SOCKET  G I PLANE  3 1/2 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000617	GENARAL - SOCKET  G I T  3/4 '' X 1/2 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000618	GENARAL - SOCKET  GI 1 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000619	GENARAL - SOCKET  GI 3/4 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000620	"GENARAL - SOCKET  PLANE  GI  2 """""""	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000648	GENARAL - UNICAN JOIN  G I	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000491	GENARAL - PIPE JOINT  G I   1'' THREAD TYPE	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000492	GENARAL - PIPE JOINT  G I  1 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000493	GENARAL - PIPE JOINT  G I  1/2''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001586	"GENERAL - GI ELBOW 1"""	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001585	"GENERAL - GI REDUCER -THRED TYPE 1""X 1.5"""	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001460	"GENERAL -GI BEND 1 1/2"""	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001587	GENARAL - ANGLE IRON 1.5'' X1.5''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001588	GENARAL - GI PIPE 1'' - MEDIUM DUTY	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001592	GENARAL - G.I. BOX BAR 1'' X 1'' (3.0MM)	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001656	"GENARAL - G I REDUCER T SOCKET 1""X1""X1/2"""	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000339	GENARAL - BRONZE NAN RETURNABLE VALVE   25 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000340	GENARAL - BRONZE NAN RETURNABLE VALVE   35 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000355	GENARAL - CONDUT BEND   40 MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001593	GENARAL - LEAD SEAL WIRE	ROLL	6	1	1	3	0	0	0	0	7	30
MTGEN0000359	GENARAL - CONDUTE PIPE   3/4 X 1.5	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000652	GENARAL - VALVE  BALL	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001371	GENARAL - STRAPING METAL CLIP	PKT	6	1	1	3	0	0	0	0	7	30
MTGEN0001591	GENARAL - FLAT IRON 25 MM X 3 MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001401	"GENERAL - GATE VALE 1/2"""	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001571	GENERAL -2”X2”X3.5MM  BOX BAR	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001572	GENERAL -2”X2”X6 MM  BOX BAR	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001573	GENERAL -2”X4”X5MM  C  CHANEL	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001574	GENERAL -2”X2”X5MM   L  ANGEL	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001599	GENARAL - CHECKER PLATE ( 8’X4’ )-THICKNESS 3 MM	ROLL	6	1	1	3	0	0	0	0	7	30
MTGEN0000249	GENARAL -  CASTER WHEEL  NON ROTATABLE  100 MM X 25 MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000328	GENARAL - BATTERY TERMINAL	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000329	GENARAL - BATTRY WATER  1 L	LETTER	6	1	1	3	0	0	0	0	7	30
MTGEN0000332	GENARAL - BINDER	KG	6	1	1	3	0	0	0	0	7	30
MTGEN0000336	"GENARAL - BRASS HINCHES 4"" X 6"""	KG	6	1	1	3	0	0	0	0	7	30
MTGEN0000337	GENARAL - BRIGHT ALUMINIUM 6698 A	KG	6	1	1	3	0	0	0	0	7	30
MTGEN0000338	GENARAL - BRILIAN WHITE	KG	6	1	1	3	0	0	0	0	7	30
MTGEN0000341	GENARAL - BRUSH CARBON	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000362	GENARAL - CONNECTER  TELEPHONE CABEL	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000370	GENARAL - DRAWER LOCK	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000365	GENARAL - GRINDING WHEEL   115 X 6 X 22	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000366	GENARAL - DIAMON DWHEEL 105MMX20/16MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000397	GENARAL - FLOOR PAINT WAX	LITRE	6	1	1	3	0	0	0	0	7	30
MTGEN0000407	GENARAL - GATE WHEEL  NYLON 3 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000443	GENARAL - HINGES	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000444	GENARAL - HINGES 30 MM X 50 MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000457	GENARAL - METAL PRIMER	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000487	GENARAL - PAINTING BRUSH  4 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000495	GENARAL - POLYMER PLATE	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000344	GENARAL - CATLOI PASTE	LITRE	6	1	1	3	0	0	1	-1	7	30
MTGEN0001400	GENERAL - GALI COVER	NOS	6	1	1	3	0	0	1	-1	7	30
MTGEN0001630	GENARAL - DIAMOND WEEL 1.8X20MM	NOS	6	1	1	3	0	0	1	-1	7	30
MTGEN0001641	GENARAL - WEATHER SHIELD PAINT - WHITE	NOS	6	1	1	3	0	0	1	-1	7	30
MTGEN0001454	GENERAL - STRAPING ROLL YELLOW 15MM	NOS	6	1	1	3	0	0	1	-1	7	30
MTGEN0000591	GENARAL - ROOFING GUTER CLIPS	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000609	GENARAL - SILICON RTV  BLACK  500 F	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000635	GENARAL - SUPER GLUE	NOS	6	1	1	3	0	0	1	-1	7	30
MTGEN0000637	GENARAL - TAP SET   18 X 2.5	NOS	6	1	1	3	0	0	1	-1	7	30
MTGEN0000645	GENARAL - TINMANS SNIP	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000649	GENARAL - VALDING KURU   NO 12	PCKT	6	1	1	3	0	0	0	0	7	30
MTGEN0000650	GENARAL - VALDING KURU   NO 8	PCKT	6	1	1	3	0	0	0	0	7	30
MTGEN0000651	GENARAL - VALDING KURU  WHITE  NO 10	PCKT	6	1	1	3	0	0	0	0	7	30
MTGEN0001376	GENARAL - TAPE LONG MEASURING 10M	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001385	GENERAL - ALLON KEY 13MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001390	GENERAL - AUTO PAINT RAPID PRIMER GRAY	LETTER	6	1	1	3	0	0	0	0	7	30
MTGEN0001440	GENERAL - NOLEAK	kg	6	1	1	3	0	0	0	0	7	30
MTGEN0001443	GENERAL - PAINT ENAMAL SAFRON	LETTER	6	1	1	3	0	0	0	0	7	30
MTGEN0001444	GENERAL - PAINT ZINC PHOSPHATE PRIMER RED	LETTER	6	1	1	3	0	0	0	0	7	30
MTGEN0001448	"GENERAL - POPREVETS 1/8X1/2"""	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001450	GENERAL - RHEOMIX 721 PLASTER MIXTER	LETTER	6	1	1	3	0	0	0	0	7	30
MTGEN0001398	GENERAL - FLOOR PAINT GRAY	LETTER	6	1	1	3	0	0	0	0	7	30
MTGEN0001399	GENERAL - FLOOR PAINT GREEN	LETTER	6	1	1	3	0	0	0	0	7	30
MTGEN0001396	GENERAL - E POXY FLOOR PAINT	KG	6	1	1	3	0	0	0	0	7	30
MTGEN0000676	GENARAL - CUTTING WHEEL 115X1.2X22MM	NOS	6	1	1	3	0	0	1	-1	7	30
MTGEN0001357	GENARAL - GRINDING WHEEL 100X6X16MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001358	GENARAL - HAMMER TINKER	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001360	GENARAL - MULTIBOND	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001458	GENERAL - U BOLT CABLE LOCK 12MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001459	GENERAL - VALDING KURU NO 10	KG	6	1	1	3	0	0	0	0	7	30
MTGEN0000673	GENARAL -GRAVIO CYLINDER	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000674	GENARAL -FOILLING BLOCK	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001570	GENERAL - 8’X4’X20MM  PLY WOOD BOARD(MALAYSIAN)	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000634	GENARAL - STRAIT CONNECTER   10 MM X 6 1/2 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001549	GENARAL - CUTTERS	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001657	"GENARAL - ROOFING BOLT 2"""	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001659	GENARAL - COMBINATION PLIERS	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000342	GENARAL - CABEL FOUR CORE COAXIAL  TYPE 504	FEET	6	1	1	3	0	0	0	0	7	30
MTGEN0000386	GENARAL - FEVICAL GUM  RUBBER ADNESIVE 100 ML	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000387	GENARAL - FIRE BRICKS (LOW ELEMENT)	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000418	GENARAL - HAND SET CABEL  PHONE	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000595	GENARAL - SAFTY BELT	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000607	GENARAL - SEELEX PRTROKEM 200G	KG	6	1	1	3	0	0	0	0	7	30
MTGEN0000273	GENARAL -  HOSE ALUMANIUM  FLEXIBLE DUCT  6 ''	FEET	6	1	1	3	0	0	0	0	7	30
MTGEN0001411	GENERAL - GLASS WOLL CLIP	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000621	GENARAL - SPRING  (12MM X 60MM LENGTH 25MM WIRE THICKNESS)	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000622	GENARAL - SPRING 04MM X 05MM X 11MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000623	GENARAL - SPRING 20MM X 25 MM X 54MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000624	GENARAL - SPRING 27MM X 36 MM X 77MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000625	GENARAL - SPRING 4MM X 155 MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000630	GENARAL - SPRING WASHER   D 3/4'' X 1 1/4	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000633	GENARAL - STELL BALL WITH COVER	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000646	GENARAL - U BOLT  CABLE LOCK 10 MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000647	GENARAL - UBOLT  CABEL LOCK  8MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0001395	"GENERAL - CSK SCREW 1"""	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000389	GENARAL - FLAT WASHER   12 MMX25MM	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000601	GENARAL - SCREW  1 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000602	GENARAL - SCREW  1 1/2 ''	NOS	6	1	1	3	0	0	0	0	7	30
MTGEN0000603	GENARAL - SCREW BALL HEAD 5 X 5 MM	NOS	6	1	1	3	0	0	0	0	7	30
MTPNM0001061	PENUMATIC - FLOOR CONTROL   1/4 x 10mm	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001062	PNEUMATIC - AIR  REGULATOR  AR 2000	NOS	7	1	1	1	10	15	10	5	7	30
MTPNM0001063	PNEUMATIC - AIR DUST GUN   DG - 10	NOS	7	1	1	1	6	6	4	2	7	30
MTPNM0001064	PNEUMATIC - AIR LUBRICATOR  AL - 5 -15 1/2'' 10 KG CM	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001065	PNEUMATIC - AIR SERVICE  UNIT   MODEL BL 3000 AIRTEC	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001067	PNEUMATIC - Y - CONNECTOR  Y  8 mm	NOS	7	1	1	1	8	15	8	7	7	30
MTPNM0001068	PNEUMATIC - STUD CONNECTOR  3/4'' X 12 mm	NOS	7	1	1	1	10	15	10	5	7	30
MTPNM0001069	PNEUMATIC - STUD CONNECTOR  3/4'' X 8 mm	NOS	7	1	1	1	10	15	10	5	7	30
MTPNM0001070	PNEUMATIC - STUD CONNECTOR  3/8'' X 8 mm	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001071	PNEUMATIC - STUD CONNECTOR  3/8''X 10 mm	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001073	PNEUMATIC - ELBOW   10 mm	NOS	7	1	1	1	5	20	10	10	7	30
MTPNM0001074	PNEUMATIC - ELBOW   6 mm	NOS	7	1	1	1	5	20	10	10	7	30
MTPNM0001077	PNEUMATIC - PRESSURE GUAGE   PSI 150  BAR 10	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001078	PNEUMATIC -PNEUMATIC HOSE 10 MM  - BLACK	METTER	7	1	1	1	50	100	50	50	7	30
MTPNM0001080	PNEUMATIC - HOSE  PNEUMATIC  10 MM X6.5MM - BLUE	FEET	7	1	1	1	50	100	50	50	7	30
MTPNM0001081	PNEUMATIC - HOSE  PNEUMATIC  8 MM X 5 MM	METTER	7	1	1	1	50	100	50	50	7	30
MTPNM0001082	PNEUMATIC - HOSE PNEUMATIC  14 mm	FEET	7	1	1	1	70	25	15	15	7	30
MTPNM0001083	PNEUMATIC -  STUD ELBOW CONNECTOR 3/8'' X 8 mm	NOS	7	1	1	1	20	30	20	10	7	30
MTPNM0001112	PNEUMATIC - PLANE SOCKET  10 MM	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001113	PNEUMATIC - PLANE SOCKET  12 MM	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001114	PNEUMATIC - PLANE SOCKET  14 MM	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001115	PNEUMATIC - PLANE SOCKET  8 MM	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001119	PNEUMATIC - T SOCKET  10 MM	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001120	PNEUMATIC - T SOCKET  12MM	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001121	PNEUMATIC - T SOCKET  14 MM	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001122	PNEUMATIC - T SOCKET  4 MM	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001123	PNEUMATIC - T SOCKET  6 MM	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001124	PNEUMATIC - T SOCKET  8 MM	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001131	PNEUMATIC - HOSE  (6MM)	METTER	7	1	1	1	50	100	50	50	7	30
MTPNM0001132	PNEUMATIC - PNEUMATIC SEAL   187 / 300 / 16 MM	NOS	7	1	1	1	50	100	50	50	7	30
MTPNM0001171	PNEUMATIC - PNUMATIC REDUCER   (6MM X 8MM)	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001172	PNEUMATIC - PNUMATIC REGULATOR  (PORT 1/8'')	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001173	PNEUMATIC - PREASURE CONTROLER HEB 110 BAR 0-10 COMPRESOR	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001174	PNEUMATIC - PREASURE METER   0-10 BAR	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001199	PNEUMATIC - VALVE HAND LEVER  4HV330-10G-AIRTEC	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001203	PNEUMATIC - VALVE SOLENOID 3-2 WAY 3V210-08 -NC - AIRTEC	NOS	7	1	1	1	3	5	2	3	7	30
MTPNM0001296	PNEUMATIC - AIR REGULATOR BR 3000 1.0 SIMPLE MPA	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001309	PNEUMATIC -  STUD CONECTING ELBOW 1/2X6MM	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001310	PNEUMATIC -  STUD CONECTING ELBOW 1/4X12MM	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001311	PNEUMATIC -  STUD CONECTING ELBOW 1/4X6MM	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001312	"PNEUMATIC -  STUD CONECTING ELBOW 1/8""X10mm"	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001313	"PNEUMATIC -  STUD CONECTING ELBOW 1/2""x12mm"	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001315	"PNEUMATIC -  STUD CONECTING ELBOW 1/2""x8mm"	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001316	PNEUMATIC -  STUD CONECTOR 1/2X10MM	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001317	PNEUMATIC -  STUD CONECTOR 1/2X12MM	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001318	PNEUMATIC -  STUD CONECTOR 1/2X8MM	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001322	PNEUMATIC -  STUD CONECTOR 1/8X6MM	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001323	"PNEUMATIC -  STUD CONECTOR 10MMX1/4"""	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001324	"PNEUMATIC -  STUD CONECTOR 10MMX1/8"""	NOS	7	1	1	1	10	20	8	12	7	30
MTPNM0001325	PNEUMATIC -  STUD CONECTOR 3/8X6MM	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001326	PNEUMATIC -  STUD CONECTOR 3/8X8MM	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001327	"PNEUMATIC -  STUD CONECTOR 6MMX1/4"""	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001336	"PNEUMATIC - PNEUMATIC SLIENCER CONTROLER UNIT 3/8"""	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001338	PNEUMATIC -  Y CONECTOR 6MM	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001339	PNEUMATIC -  Y CONECTOR 8MM	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001341	PNEUMATIC - PNUMATIC Y CONECTOR 10MM	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001342	PNEUMATIC -  STUD -  Y CONECTOR  1/4'' X 10 mm 	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001343	PNEUMATIC - PNUMATIC Y CONECTOR 12MM	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001344	PNEUMATIC - FLOW CONTROLER  1/8X10MM	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001345	"PNEUMATIC - FLOW CONTROLER  1/4""X10MM"	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001346	"PNEUMATIC - FLOW CONTROLER  1/8""X8MM"	NOS	7	1	1	1	5	15	5	10	7	30
MTPNM0001347	PNEUMATIC - FLOW CONTROLER  3/8''X12MM	NOS	7	1	1	1	5	15	5	10	7	30
MTPNM0001349	"PNEUMATIC - SLIENCER 1/4"""	NOS	7	1	1	1	5	15	5	10	7	30
MTPNM0001350	"PNEUMATIC - STUD T  CONECTOR 1/4""X10MM"	NOS	7	1	1	1	5	15	5	10	7	30
MTPNM0001351	PNEUMATIC - VALVE SOLENOID 4V 220-08	NOS	7	1	1	1	4	10	4	6	7	30
MTPNM0001582	PNEUMATIC– 5/2 WAY SOLENOID VALVE-PORT SIZE –¼” AC 220V	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001645	PNEUMATIC - PNUMATIC REDUCER   (8MM X 12MM)	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001809	STUD CONNECTOR 1/8 X 8mm	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001810	PLAIN SOCKET 8mm	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001811	ELBOW 10mm	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001812	STUD CONNECTOR 3/8 X 12mm	NOS	7	1	1	1	10	20	5	15	7	30
MTPNM0001813	STUD CONNECTOR 1/4 x 8mm	NOS	7	1	1	1	10	20	10	10	7	30
MTPNM0001815	1/4 X SILENCER	NOS	7	1	1	1	5	10	5	5	7	30
MTPNM0001819	STUD CONECTOR  1/4 x 10mm	NOS	7	1	1	1	10	20	8	12	7	30
MTPNM0001820	TEE SOCKET 10mm	NOS	7	1	1	1	5	15	5	10	7	30
MTPNM0001140	PNEUMATIC - PNEUMATIC SEAL  25 /50 / 10 MM (CORE MACHINE COMMON PUMP )	NOS	7	1	1	1	10	20	11	10	7	30
MTPNM0001204	PNEUMATIC -ELBOW  PNEUMATIC 8 mm	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001055	PENUMATIC - PNEUMATIC AIR FILTER  8 BAR	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001056	PENUMATIC - PNEUMATIC CONTROLLER  PRESSER ADJUST  8 BAR 10 MM VALVE	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001057	PENUMATIC - PNEUMATIC ELECTRONIC VALVE	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001058	PENUMATIC - PNEUMATIC EXPANDABLE SHAFT  RT-800	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001059	PENUMATIC - PNEUMATIC PISTAN	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001060	PENUMATIC - PNEUMATIC VALVE  10 MM 3 WAY	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001066	PNEUMATIC - AIR SERVICE UNIT OIL LUBRICATOR  NL-400-03	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001072	PNEUMATIC - STUD CONNECTOR 5/8'' X 8 mm	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001075	PNEUMATIC - FLOOR CONTROLER  ELBOW  3/4 ''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001076	PNEUMATIC - BFR 3000	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001084	PNEUMATIC - MAGNETIC CYLINDER AUTO CORE CUTTER  10A - IRCC 100B IO	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001085	PNEUMATIC -     ELBOW  TUBE 10MM  3/8''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001086	PNEUMATIC -     ELBOW  TUBE 10MM X 3/4''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001087	PNEUMATIC -     ELBOW  TUBE 12MM X 3/4''	NOS	7	1	1	1	0	0	0		7	30
